parameter_id,IMPC_XRY_002_001
gene_accession_id,MGI:1914050
pvalue,0.6040591
mouse_life_stage,Early adult
gene_symbol,Trp53rkb
mouse_strain,C57BL
analysis_id,y08l0l9006z1o29
parameter_name,Zygomatic bone
