gene_symbol,Cdin1
analysis_id,j88zij4wp25yn30
parameter_id,HRWLLA_OFD_020_001
parameter_name,Distance travelled - total
mouse_life_stage,Early adult
gene_accession_id,MGI:3026886
mouse_strain,C57BL
pvalue,0.3325485
