mouse_life_stage,E9.5
parameter_name,Total NK cells - % of CD45+
pvalue,0.4226786
analysis_id,022hy593or7w423
gene_accession_id,MGI:1913483
gene_symbol,Dmap1
mouse_strain,C57BL
parameter_id,MGP_MLN_031_001
