gene_symbol,Inpp1
parameter_name,center - resting time
gene_accession_id,MGI:104848
parameter_id,M-G-P_007_001_011
mouse_life_stage,Early adult
analysis_id,y408k8g1q827zek
mouse_strain,129SV
pvalue,0.7010383
