gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
parameter_id,M-G-P_016_001_005
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_name,Mean-cell-volume
pvalue,0.2293719
analysis_id,9e2wc3l911ag460
