gene_symbol,Rab13
mouse_life_stage,Early adult
parameter_name,Tremor
gene_accession_id,MGI:1927232
mouse_strain,C57BL
parameter_id,TCPLA_CSD_030_001
analysis_id,zda0175qr71p960
pvalue,0.9042994
