mouse_strain,C57BL
pvalue,0.9041322
parameter_id,MGP_IMM_094_001
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
analysis_id,d67e3h5exr1x451
mouse_life_stage,Early adult
gene_symbol,Rnf114
gene_accession_id,MGI:1933159
