gene_symbol,Nucks1
analysis_id,5vl297wy2530oby
mouse_strain,C57BL
pvalue,0.9192512
gene_accession_id,MGI:1934811
parameter_id,IMPC_XRY_022_001
parameter_name,Radius
mouse_life_stage,Middle aged adult
