parameter_name,Periphery average speed
analysis_id,l9xe4ycx0769q19
mouse_strain,C57BL
gene_symbol,Wars2
parameter_id,JAX_OFD_013_001
gene_accession_id,MGI:1917810
mouse_life_stage,E9.5
pvalue,0.08036874
