gene_symbol,Wars2
pvalue,0.538691
analysis_id,abdy155lf6w7280
mouse_strain,C57BL
parameter_name,Fat/Body weight
mouse_life_stage,E12.5
parameter_id,JAXLA_DXA_009_001
gene_accession_id,MGI:1917810
