parameter_id,JAXLA_OFD_017_001
gene_accession_id,MGI:1913838
analysis_id,65cs82w45wj0t62
pvalue,0.5582297
gene_symbol,Cmpk1
mouse_strain,C57BL
parameter_name,Center average speed
mouse_life_stage,Early adult
