gene_symbol,Ubxn11
analysis_id,b5k2f8l36odj7j8
parameter_name,Heart looping
pvalue,0.2448868
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_057_001
gene_accession_id,MGI:1914836
mouse_strain,C57BL
