gene_symbol,Ncaph
parameter_name,Average duration
parameter_id,JAX_ROT_002_001
mouse_life_stage,Early adult
analysis_id,i2wnyf0e6zcf0j2
pvalue,0.4612148
gene_accession_id,MGI:2444777
mouse_strain,C57BL
