gene_symbol,Zmynd8
parameter_name,Limb morphology
analysis_id,xc4ybxy09f59cfp
gene_accession_id,MGI:1918025
mouse_strain,C57BL
parameter_id,IMPC_GEP_084_001
mouse_life_stage,Early adult
pvalue,0.6029828
