parameter_id,IMPC_GEO_011_001
analysis_id,5aox6m114360031
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.7002447
gene_accession_id,MGI:1336200
parameter_name,Blood Vessel Morphology
gene_symbol,Hpca
