parameter_name,Whole arena resting time
parameter_id,ESLIM_007_001_003
mouse_strain,C57BL
gene_symbol,Npbwr1
mouse_life_stage,Early adult
pvalue,0.5777708
analysis_id,53h899m39qh36pw
gene_accession_id,MGI:891989
