gene_symbol,Arpc2
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_017_001
mouse_strain,C50BL
analysis_id,q7t327dd358r28b
pvalue,0.9342137
parameter_name,Lens Opacity
gene_accession_id,MGI:1923959
