gene_symbol,Cds2
pvalue,0.4632771
parameter_name,KLRG1+ Treg cells - % of CD45+
mouse_life_stage,Early adult
mouse_strain,129SV
analysis_id,k7riy617eg25le0
gene_accession_id,MGI:1332236
parameter_id,MGP_IMM_079_001
