gene_symbol,AU040320
analysis_id,77e0q777557c4j8
gene_accession_id,MGI:2140475
mouse_life_stage,Middle aged adult
pvalue,0.2989699
mouse_strain,C57BL
parameter_id,MGP_IMM_100_001
parameter_name,Resting NK cells - % of CD45+
