pvalue,0.1704277
parameter_name,Large Unstained Cell (LUC) count
gene_accession_id,MGI:104848
gene_symbol,Inpp1
parameter_id,IMPC_HEM_039_001
analysis_id,7k5zbl67odyswlk
mouse_strain,129SV
mouse_life_stage,Early adult
