parameter_id,IMPC_XRY_033_001
parameter_name,Tibia length
mouse_life_stage,Middle aged adult
analysis_id,u0ce8bh3h0g25ki
pvalue,0.8281917
gene_accession_id,MGI:2446186
mouse_strain,C57BL
gene_symbol,Lpgat1
