parameter_name,Prepulse inhibition - PP2
gene_accession_id,MGI:1913396
mouse_strain,C57BL
parameter_id,ESLIM_011_001_702
gene_symbol,Maco1
analysis_id,1i59ad6qt03l5ay
pvalue,0.9100352
mouse_life_stage,Early adult
