gene_symbol,Ahcy
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.803461
parameter_id,MGP_CSD_064_001
parameter_name,Head morphology
analysis_id,516bi8e34k2p4h7
gene_accession_id,MGI:87968
