parameter_id,IMPC_DXA_004_001
mouse_life_stage,Early adult
parameter_name,Bone Mineral Density (excluding skull)
analysis_id,g3e47so51o48s52
gene_accession_id,MGI:107414
mouse_strain,C57BL
pvalue,0.4177253
gene_symbol,Tnfsf10
