gene_symbol,Snap23
analysis_id,wzzav7mc4466uc4
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.8975955
parameter_id,IMPC_CBC_025_001
parameter_name,LDL-cholesterol
gene_accession_id,MGI:109356
