parameter_id,JAX_LDT_005_001
parameter_name,Time mobile dark side
mouse_strain,C57BL
pvalue,5.525691e-11
gene_symbol,Trim46
mouse_life_stage,Early adult
analysis_id,jll99t7sp208kf2
gene_accession_id,MGI:2673000
