parameter_id,HRWLLA_OFD_007_001
parameter_name,Whole arena resting time
gene_accession_id,MGI:1918764
pvalue,0.1858892
analysis_id,o53326rv98kh0o4
mouse_life_stage,Early adult
gene_symbol,Sfpq
mouse_strain,C57BL
