gene_symbol,Cdin1
pvalue,0.5745691
gene_accession_id,MGI:3026886
parameter_id,M-G-P_014_001_009
parameter_name,lens
analysis_id,sug40n93715fii0
mouse_strain,C57BL
mouse_life_stage,Early adult
