gene_symbol,Bpifa3
parameter_id,MGP_IMM_089_001
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.07716026
analysis_id,s14rzyu0bc446h4
parameter_name,KLRG1+ gd T cells - % of CD45+
gene_accession_id,MGI:1920638
