mouse_life_stage,Middle aged adult
mouse_strain,C50BL
analysis_id,16av136dntklzgl
gene_symbol,Nucks1
gene_accession_id,MGI:1934811
parameter_name,CD4+ KLRG1+ alpha beta T cell number
parameter_id,MGP_PBI_032_001
pvalue,0.7832972
