parameter_id,IMPC_GEL_057_001
mouse_strain,C57BL
gene_accession_id,MGI:1913838
gene_symbol,Cmpk1
pvalue,0.1223165
parameter_name,Heart looping
mouse_life_stage,Early adult
analysis_id,110c47i7gn16996
