gene_symbol,Sass6
parameter_id,HRWLLA_OFD_013_001
parameter_name,Periphery average speed
mouse_strain,C57BL
pvalue,0.8409319
analysis_id,0w4v2eh3xtuoww4
gene_accession_id,MGI:1920026
mouse_life_stage,E12.5
