gene_symbol,Jun
gene_accession_id,MGI:96646
parameter_id,IMPC_XRY_065_001
analysis_id,n01009q9qv20678
pvalue,0.7167504
mouse_strain,C57BL
parameter_name,Lumbar processes
mouse_life_stage,E15.5
