gene_symbol,Nucks1
parameter_id,M-G-P_014_001_009
mouse_strain,C57BL
gene_accession_id,MGI:1934811
mouse_life_stage,Late adult
parameter_name,lens
pvalue,0.2899931
analysis_id,0213nq172h03ej3
