gene_symbol,Bcs1l
analysis_id,o692ec4058437bo
gene_accession_id,MGI:1914071
mouse_life_stage,E12.5
pvalue,0.7699211
mouse_strain,C57BL
parameter_id,IMPC_ECH_008_001
parameter_name,LVIDd
