mouse_strain,C57BL
gene_symbol,Exd1
gene_accession_id,MGI:3045306
parameter_id,IMPC_HEM_030_001
analysis_id,og66fiwt5n6e7hj
parameter_name,Neutrophil cell count
pvalue,0.835206
mouse_life_stage,Early adult
