mouse_strain,C57BL
pvalue,0.1681301
parameter_name,End-Diastolic Diameter
mouse_life_stage,Early adult
gene_symbol,Trdmt1
gene_accession_id,MGI:1274787
analysis_id,e5255vv0t03ppld
parameter_id,IMPC_ECH_002_001
