gene_symbol,Ahcy
parameter_id,JAX_LDT_003_001
mouse_life_stage,E12.5
analysis_id,9oqkvn5bc02lp99
gene_accession_id,MGI:87968
parameter_name,Time mobile light side
pvalue,0.6141367
mouse_strain,C57BL
