parameter_id,MGP_CSD_067_001
pvalue,0.3267536
gene_symbol,Kdm4c
mouse_strain,C57BL
gene_accession_id,MGI:1924054
parameter_name,Snout size
mouse_life_stage,Early adult
analysis_id,a3tylpuwpleec5d
