gene_symbol,Kdm4c
pvalue,0.1444637
mouse_life_stage,Early adult
parameter_name,Clavicle
analysis_id,70o9e89835v32dt
parameter_id,IMPC_XRY_007_001
mouse_strain,C57BL
gene_accession_id,MGI:1924054
