parameter_id,IMPC_CBC_009_001
gene_symbol,Dnajc8
pvalue,0.1665752
mouse_strain,C57BL
parameter_name,Calcium
analysis_id,p439qhkf07nl4k6
mouse_life_stage,Early adult
gene_accession_id,MGI:1915848
