parameter_id,IMPC_HEM_039_001
gene_accession_id,MGI:1918025
pvalue,0.5219009
analysis_id,s0h13dpwfexf82d
mouse_strain,C57BL
gene_symbol,Zmynd8
mouse_life_stage,Early adult
parameter_name,Large Unstained Cell (LUC) count
