parameter_id,IMPC_GEL_028_001
gene_symbol,Dnaaf9
mouse_life_stage,Early adult
pvalue,0.902508
analysis_id,30y137sj8568h67
gene_accession_id,MGI:1923029
parameter_name,Forebrain
mouse_strain,C57BL
