parameter_id,IMPC_GEO_064_001
analysis_id,7j87419r0py356t
mouse_life_stage,Early adult
pvalue,0.6906648
mouse_strain,C57BL
gene_symbol,Zyg11b
parameter_name,Edema
gene_accession_id,MGI:2685277
