parameter_id,ESLIM_011_001_007
mouse_strain,C57BL
analysis_id,y6kzi8qng2bcl67
gene_symbol,Bcs1l
pvalue,0.162192
parameter_name,PP1 + pulse startle magnitude
mouse_life_stage,Early adult
gene_accession_id,MGI:1914071
