parameter_id,MGP_IMM_013_001
pvalue,0.2815688
gene_symbol,Secisbp2l
analysis_id,26r2n9388360845
parameter_name,Total CD8+ T cells - % of ab T cells
gene_accession_id,MGI:1917604
mouse_life_stage,Late adult
mouse_strain,C57BL
