gene_symbol,Cds2
gene_accession_id,MGI:1332236
analysis_id,0z3m5d1o4699971
parameter_id,IMPC_CSD_029_001
mouse_life_stage,Early adult
pvalue,0.05305315
parameter_name,Activity (body position)
mouse_strain,129SV
