gene_symbol,Sfpq
mouse_life_stage,Early adult
pvalue,0.2249035
parameter_id,IMPC_GEP_017_001
analysis_id,w0jpqd6733sornd
parameter_name,Facial Morphology
mouse_strain,C57BL
gene_accession_id,MGI:1918764
