gene_symbol,Ddx27
mouse_life_stage,Early adult
mouse_strain,129SV
pvalue,0.2075129
gene_accession_id,MGI:2385884
parameter_name,Femur
analysis_id,7351689da7hmqa0
parameter_id,IMPC_XRY_024_001
