gene_symbol,Hnf4a
mouse_strain,C57BL
parameter_id,IMPC_XRY_066_001
parameter_name,Sacral processes
gene_accession_id,MGI:109128
pvalue,0.4847412
analysis_id,tgzvk02wy9nlrs0
mouse_life_stage,Late adult
