gene_symbol,Frmpd1
mouse_strain,C57BL
parameter_id,M-G-P_014_001_001
parameter_name,Eye
pvalue,0.174916
gene_accession_id,MGI:2446274
analysis_id,07meg8457lm7oqs
mouse_life_stage,Middle aged adult
