mouse_life_stage,E18.5
mouse_strain,C57BL
gene_symbol,Pex19
parameter_id,MGP_MLN_005_001
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
analysis_id,70a8ciw9tl35n84
gene_accession_id,MGI:1334458
pvalue,0.8813109
