parameter_id,M-G-P_016_001_001
analysis_id,1ytx17f3pi3316n
mouse_strain,C57BL
gene_accession_id,MGI:1914515
pvalue,0.05193829
mouse_life_stage,Early adult
parameter_name,White blood cell-count
gene_symbol,Slc39a10
