gene_symbol,Secisbp2l
mouse_strain,C57BL
parameter_id,JAXLA_ECG_002_001
parameter_name,HR
pvalue,2.255565e-07
mouse_life_stage,Late adult
gene_accession_id,MGI:1917604
analysis_id,k1q9y4n61d9627x
