parameter_id,ESLIM_014_001_008
mouse_strain,C57BL
gene_symbol,Frmpd1
parameter_name,Cornea vascularisation
pvalue,0.2369083
gene_accession_id,MGI:2446274
analysis_id,3g3lyan618837w0
mouse_life_stage,Late adult
