parameter_id,IMPC_GEO_048_002
mouse_life_stage,Late adult
analysis_id,r02b546778n53jp
mouse_strain,C57BL
parameter_name,Anophthalmia
gene_symbol,Secisbp2l
pvalue,0.06779902
gene_accession_id,MGI:1917604
