gene_symbol,Tbl1xr1
parameter_id,IMPC_EYE_027_001
mouse_strain,C57BL
mouse_life_stage,Late adult
pvalue,0.8461457
parameter_name,Persistence of hyaloid vascular system
analysis_id,tcjwqin3mq2k577
gene_accession_id,MGI:2441730
