parameter_name,Eye
pvalue,0.6853234
analysis_id,10z8xi09a965c0a
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_001_001
gene_accession_id,MGI:1918025
gene_symbol,Zmynd8
mouse_strain,129SV
