parameter_id,HMGULA_CBC_015_001
gene_symbol,Casq1
pvalue,0.9231385
mouse_life_stage,Early adult
parameter_name,Total cholesterol
gene_accession_id,MGI:1309468
mouse_strain,C57BL
analysis_id,up1a83h95u2l05a
