mouse_life_stage,E18.5
gene_symbol,Lpgat1
pvalue,0.6946939
gene_accession_id,MGI:2446186
mouse_strain,C57BL
parameter_name,Chloride
analysis_id,1c0d443buq69zf5
parameter_id,HMGULA_CBC_003_001
