gene_symbol,Tnfsf8
parameter_id,MGP_IMM_011_001
analysis_id,ta0u0g115292231
pvalue,0.5764836
gene_accession_id,MGI:88328
mouse_strain,C57BL
parameter_name,Resting Treg cells - % of Treg
mouse_life_stage,Early adult
