mouse_strain,129SV
gene_accession_id,MGI:1332236
parameter_name,Resting Treg cells - % of Treg
gene_symbol,Cds2
pvalue,0.6819298
analysis_id,k6f6a87f0j831j2
parameter_id,MGP_MLN_010_001
mouse_life_stage,Early adult
