mouse_strain,C57BL
analysis_id,q8a4qd516h801yz
mouse_life_stage,Early adult
pvalue,0.1912335
gene_accession_id,MGI:104805
parameter_name,Global prepulse inhibition
gene_symbol,Snrpb2
parameter_id,ESLIM_011_001_705
