gene_symbol,Dnajc8
mouse_strain,C57BL
analysis_id,kwze2zrmg820a00
pvalue,0.5821556
mouse_life_stage,Early adult
parameter_id,MGP_MLN_033_001
parameter_name,Resting NK cells - % of NK cells
gene_accession_id,MGI:1915848
